2001,Nursery,1001
2002,Kindergarten 1,1001
2003,Kindergarten 2,1001
2004,Kindergarten 3,1001
2005,Grade 1,1002
2006,Grade 2,1002
2007,Grade 3,1002
2008,Grade 4,1002
2009,Grade 5,1002
2010,Grade 6,1002
2011,Grade 7,1003
2012,Grade 8,1003
2013,Grade 9,1003
2014,Grade 10,1003
